datetime,pm10,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,hour,day_of_week,is_weekend,pm10_lag_1h,pm10_lag_3h,pm10_lag_6h,pm10_rolling_6h_mean,pm10_rolling_24h_mean,pm10_next_1h
2025-12-05 08:00:00,22.873,-0.1,96,0.1,4.0,8,4,0,17.73,20.33,19.922,20.960333333333335,20.453416666666666,24.296
2025-12-05 09:00:00,24.296,0.2,95,0.1,6.1,9,4,0,22.873,20.352,22.031,21.337833333333332,20.640291666666666,24.749
2025-12-05 10:00:00,24.749,0.8,91,0.0,5.4,10,4,0,24.296,17.73,22.446,21.721666666666664,20.915583333333334,25.623
2025-12-05 11:00:00,25.623,1.5,86,0.0,6.3,11,4,0,24.749,22.873,20.33,22.60383333333333,21.06983333333333,26.172
2025-12-05 12:00:00,26.172,1.9,85,0.0,7.5,12,4,0,25.623,24.296,20.352,23.57383333333333,20.990916666666667,20.8
2025-12-05 13:00:00,20.8,2.0,88,0.0,9.8,13,4,0,26.172,24.749,17.73,24.0855,20.668625000000002,23.473
2025-12-05 14:00:00,23.473,2.3,86,0.0,10.8,14,4,0,20.8,25.623,22.873,24.1855,20.90225,29.64
2025-12-05 15:00:00,29.64,1.9,88,0.0,8.1,15,4,0,23.473,26.172,24.296,25.076166666666666,21.61583333333333,27.449
2025-12-05 16:00:00,27.449,0.0,93,0.0,5.5,16,4,0,29.64,20.8,24.749,25.52616666666667,21.735416666666666,22.676
2025-12-05 17:00:00,22.676,-0.6,93,0.0,7.2,17,4,0,27.449,23.473,25.623,25.035,22.138625,21.617
2025-12-05 18:00:00,21.617,0.1,91,0.0,10.2,18,4,0,22.676,29.64,26.172,24.275833333333335,22.205,24.116
2025-12-05 19:00:00,24.116,0.8,92,0.0,11.0,19,4,0,21.617,27.449,20.8,24.828500000000002,22.371958333333335,29.857
2025-12-05 20:00:00,29.857,0.4,93,0.0,11.8,20,4,0,24.116,22.676,23.473,25.8925,22.64741666666666,19.351
2025-12-05 21:00:00,19.351,-0.3,95,0.0,13.1,21,4,0,29.857,21.617,29.64,24.177666666666667,22.445999999999998,15.469
2025-12-05 22:00:00,15.469,-0.4,96,0.0,12.6,22,4,0,19.351,24.116,27.449,22.181,22.263666666666666,15.278
2025-12-05 23:00:00,15.278,-0.3,96,0.0,11.8,23,4,0,15.469,29.857,22.676,20.948,22.035,18.904
2025-12-06 00:00:00,18.904,-0.2,95,0.0,11.1,0,5,1,15.278,19.351,21.617,20.495833333333334,22.1245,16.755
2025-12-06 01:00:00,16.755,0.2,94,0.0,11.7,1,5,1,18.904,15.469,24.116,19.269,22.162875,16.985
2025-12-06 02:00:00,16.985,0.2,94,0.0,12.1,2,5,1,16.755,15.278,29.857,17.123666666666665,22.040499999999998,14.378
2025-12-06 03:00:00,14.378,0.1,93,0.0,12.5,3,5,1,16.985,18.904,19.351,16.294833333333333,21.721625,14.628
2025-12-06 04:00:00,14.628,0.1,94,0.0,10.7,4,5,1,14.378,16.755,15.469,16.154666666666667,21.395875,12.016
2025-12-06 05:00:00,12.016,0.3,94,0.0,10.4,5,5,1,14.628,16.985,15.278,15.610999999999999,21.049458333333334,7.34
2025-12-06 06:00:00,7.34,0.1,94,0.0,7.9,6,5,1,12.016,14.378,18.904,13.683666666666667,20.507291666666667,4.621
2025-12-06 07:00:00,4.621,0.2,92,0.0,7.2,7,5,1,7.34,14.628,16.755,11.661333333333333,19.961083333333335,5.268
2025-12-06 08:00:00,5.268,-0.1,92,0.0,9.6,8,5,1,4.621,12.016,16.985,9.7085,19.227541666666667,10.062
2025-12-06 09:00:00,10.062,1.1,91,0.0,13.8,9,5,1,5.268,7.34,14.378,8.989166666666668,18.634458333333335,18.828
2025-12-06 10:00:00,18.828,2.5,86,0.0,12.7,10,5,1,10.062,4.621,14.628,9.689166666666667,18.38775,14.042
2025-12-06 11:00:00,14.042,3.8,80,0.0,11.6,11,5,1,18.828,5.268,12.016,10.026833333333332,17.905208333333334,11.479
2025-12-06 12:00:00,11.479,4.8,76,0.0,11.9,12,5,1,14.042,10.062,7.34,10.716666666666667,17.293,9.52
2025-12-06 13:00:00,9.52,5.6,71,0.0,15.0,13,5,1,11.479,18.828,4.621,11.533166666666666,16.822999999999997,8.843
2025-12-06 14:00:00,8.843,5.0,70,0.0,18.4,14,5,1,9.52,14.042,5.268,12.129,16.213416666666667,13.12
2025-12-06 15:00:00,13.12,4.5,72,0.0,12.3,15,5,1,8.843,11.479,10.062,12.638666666666666,15.525083333333333,16.018
2025-12-06 16:00:00,16.018,3.2,78,0.0,9.0,16,5,1,13.12,9.52,18.828,12.170333333333332,15.048791666666666,17.145
2025-12-06 17:00:00,17.145,2.1,83,0.0,11.7,17,5,1,16.018,8.843,14.042,12.6875,14.818333333333335,19.166
2025-12-06 18:00:00,19.166,3.2,83,0.0,18.0,18,5,1,17.145,13.12,11.479,13.968666666666666,14.716208333333334,19.621
2025-12-06 19:00:00,19.621,3.3,88,0.0,19.1,19,5,1,19.166,16.018,9.52,15.652166666666668,14.528916666666667,13.925
2025-12-06 20:00:00,13.925,4.0,86,0.0,20.3,20,5,1,19.621,17.145,8.843,16.499166666666667,13.865083333333333,16.332
2025-12-06 21:00:00,16.332,5.2,85,0.0,20.3,21,5,1,13.925,19.166,13.12,17.034499999999998,13.739291666666666,11.659
2025-12-06 22:00:00,11.659,4.4,89,0.0,19.8,22,5,1,16.332,19.621,16.018,16.308,13.580541666666667,6.917
2025-12-06 23:00:00,6.917,4.6,89,0.0,18.2,23,5,1,11.659,13.925,17.145,14.603333333333333,13.232166666666666,9.001
2025-12-07 00:00:00,9.001,4.6,90,0.0,17.4,0,6,1,6.917,16.332,19.166,12.909166666666666,12.819541666666666,9.286
2025-12-07 01:00:00,9.286,4.8,92,0.0,17.9,1,6,1,9.001,11.659,19.621,11.186666666666667,12.508333333333333,6.239
2025-12-07 02:00:00,6.239,5.1,92,0.0,17.7,2,6,1,9.286,6.917,13.925,9.905666666666667,12.060583333333332,9.403
2025-12-07 03:00:00,9.403,4.8,93,0.0,17.1,3,6,1,6.239,9.001,16.332,8.750833333333334,11.853291666666665,6.536
2025-12-07 04:00:00,6.536,5.0,94,0.0,16.8,4,6,1,9.403,9.286,11.659,7.896999999999999,11.516125,6.302
2025-12-07 05:00:00,6.302,4.8,94,0.0,16.7,5,6,1,6.536,6.239,6.917,7.7945,11.278041666666667,6.891
2025-12-07 06:00:00,6.891,4.6,94,0.0,17.6,6,6,1,6.302,9.403,9.001,7.442833333333333,11.259333333333332,6.244
2025-12-07 07:00:00,6.244,5.2,95,0.0,16.7,7,6,1,6.891,6.536,9.286,6.935833333333332,11.326958333333332,1.833
2025-12-07 08:00:00,1.833,5.0,95,0.0,15.7,8,6,1,6.244,6.302,6.239,6.201499999999999,11.183833333333332,6.723
2025-12-07 09:00:00,6.723,5.8,93,0.0,17.7,9,6,1,1.833,6.891,9.403,5.754833333333333,11.044708333333332,7.502
2025-12-07 10:00:00,7.502,6.6,90,0.0,18.9,10,6,1,6.723,6.244,6.536,5.915833333333333,10.572791666666667,8.781
2025-12-07 11:00:00,8.781,7.4,87,0.0,19.5,11,6,1,7.502,1.833,6.302,6.329,10.353583333333335,7.308
2025-12-07 12:00:00,7.308,8.1,81,0.0,20.7,12,6,1,8.781,6.723,6.891,6.398499999999999,10.179791666666667,8.577
2025-12-07 13:00:00,8.577,7.4,90,0.0,14.2,13,6,1,7.308,7.502,6.244,6.787333333333334,10.140500000000001,10.504
2025-12-07 14:00:00,10.504,7.8,86,0.0,11.6,14,6,1,8.577,8.781,1.833,8.2325,10.209708333333333,10.125
2025-12-07 15:00:00,10.125,7.4,85,0.0,10.5,15,6,1,10.504,7.308,6.723,8.7995,10.084916666666667,9.941
2025-12-07 16:00:00,9.941,6.3,88,0.0,10.2,16,6,1,10.125,8.577,7.502,9.206000000000001,9.831708333333333,11.619
2025-12-07 17:00:00,11.619,5.9,91,0.0,11.6,17,6,1,9.941,10.504,8.781,9.679,9.601458333333333,12.721
2025-12-07 18:00:00,12.721,5.6,91,0.0,13.1,18,6,1,11.619,10.125,7.308,10.581166666666666,9.332916666666668,11.241
2025-12-07 19:00:00,11.241,5.6,94,0.0,15.1,19,6,1,12.721,9.941,8.577,11.025166666666665,8.98375,15.16
2025-12-07 20:00:00,15.16,6.2,94,0.0,16.0,20,6,1,11.241,11.619,10.504,11.801166666666667,9.035208333333333,8.427
2025-12-07 21:00:00,8.427,6.9,93,0.0,17.9,21,6,1,15.16,12.721,10.125,11.518166666666666,8.705833333333333,4.101
2025-12-07 22:00:00,4.101,7.1,92,0.0,16.6,22,6,1,8.427,11.241,9.941,10.544833333333333,8.390916666666667,5.59
2025-12-07 23:00:00,5.59,7.4,91,0.0,17.4,23,6,1,4.101,15.16,11.619,9.540000000000001,8.335625,3.758
2025-12-08 00:00:00,3.758,7.7,89,0.1,18.1,0,0,0,5.59,8.427,12.721,8.046166666666666,8.117166666666666,6.318
2025-12-08 01:00:00,6.318,7.5,93,0.6,19.4,1,0,0,3.758,4.101,11.241,7.225666666666666,7.9935,5.997
2025-12-08 02:00:00,5.997,7.7,93,1.1,20.2,2,0,0,6.318,5.59,15.16,5.6985,7.983416666666666,4.775
2025-12-08 03:00:00,4.775,7.9,93,1.5,22.1,3,0,0,5.997,3.758,8.427,5.089833333333334,7.790583333333333,3.611
2025-12-08 04:00:00,3.611,8.6,92,0.7,24.6,4,0,0,4.775,6.318,4.101,5.008166666666667,7.668708333333334,1.772
2025-12-08 07:00:00,1.772,8.6,96,0.0,14.9,7,0,0,3.611,5.997,5.59,4.371833333333334,7.479958333333333,5.886
2025-12-08 08:00:00,5.886,8.5,95,0.0,17.2,8,0,0,1.772,4.775,3.758,4.7265,7.438083333333332,8.459
2025-12-08 09:00:00,8.459,9.1,95,0.0,19.4,9,0,0,5.886,3.611,6.318,5.083333333333333,7.530374999999999,1.772
2025-12-08 10:00:00,1.772,10.0,94,0.0,18.8,10,0,0,8.459,1.772,5.997,4.379166666666666,7.527833333333333,11.631
2025-12-08 11:00:00,11.631,11.2,92,0.0,19.6,11,0,0,1.772,5.886,4.775,5.521833333333333,7.732333333333333,11.036
2025-12-08 12:00:00,11.036,12.0,91,0.0,16.0,12,0,0,11.631,8.459,3.611,6.759333333333333,7.879583333333333,10.908
2025-12-08 13:00:00,10.908,12.8,86,0.0,18.5,13,0,0,11.036,1.772,1.772,8.282,7.968208333333333,6.866
2025-12-08 14:00:00,6.866,12.8,86,0.0,16.0,14,0,0,10.908,11.631,5.886,8.445333333333332,7.949791666666666,5.016
2025-12-08 15:00:00,5.016,12.1,89,0.0,15.2,15,0,0,6.866,11.036,8.459,7.8715,7.8014166666666656,4.614
2025-12-08 16:00:00,4.614,11.8,92,0.0,18.7,16,0,0,5.016,10.908,1.772,8.345166666666666,7.556,4.973
2025-12-08 17:00:00,4.973,11.6,91,0.0,19.2,17,0,0,4.614,6.866,11.631,7.235499999999999,7.341333333333334,4.818
2025-12-08 18:00:00,4.818,11.1,91,0.0,19.5,18,0,0,4.973,5.016,11.036,6.199166666666666,7.1278749999999995,7.902
2025-12-08 19:00:00,7.902,10.9,94,0.0,18.6,19,0,0,4.818,4.614,10.908,5.698166666666666,6.973,9.617
2025-12-08 20:00:00,9.617,10.7,95,0.0,18.0,20,0,0,7.902,4.973,6.866,6.156666666666666,6.843666666666667,4.075
2025-12-08 21:00:00,4.075,10.5,95,0.0,18.1,21,0,0,9.617,4.818,5.016,5.999833333333334,6.545083333333334,3.974
2025-12-08 22:00:00,3.974,10.6,95,0.0,18.5,22,0,0,4.075,7.902,4.614,5.893166666666667,6.079,4.652
2025-12-08 23:00:00,4.652,10.6,94,0.0,19.3,23,0,0,3.974,9.617,4.973,5.839666666666666,5.921708333333332,1.745
2025-12-09 00:00:00,1.745,10.8,94,0.0,20.8,0,1,0,4.652,4.075,4.818,5.327500000000001,5.823541666666666,6.82
2025-12-09 02:00:00,6.82,11.0,95,0.0,19.3,2,1,0,1.745,3.974,7.902,5.147166666666667,5.874791666666667,5.226
2025-12-09 03:00:00,5.226,10.9,94,0.2,20.1,3,1,0,6.82,4.652,9.617,4.415333333333334,5.935958333333335,3.845
2025-12-09 04:00:00,3.845,10.6,95,0.2,21.7,4,1,0,5.226,1.745,4.075,4.377,5.832916666666667,5.066
2025-12-09 05:00:00,5.066,10.1,96,0.0,21.0,5,1,0,3.845,6.82,3.974,4.559,5.794125,7.789
2025-12-09 07:00:00,7.789,9.6,97,0.0,16.7,7,1,0,5.066,5.226,4.652,5.081833333333333,5.919708333333333,12.496
2025-12-09 08:00:00,12.496,9.2,98,0.0,16.7,8,1,0,7.789,3.845,1.745,6.873666666666666,6.289916666666667,11.786
2025-12-09 09:00:00,11.786,9.2,96,0.0,17.7,9,1,0,12.496,5.066,6.82,7.701333333333333,6.707166666666667,12.74
2025-12-09 10:00:00,12.74,10.2,90,0.0,17.4,10,1,0,11.786,7.789,5.226,8.953666666666667,6.99275,10.349
2025-12-09 11:00:00,10.349,11.4,82,0.0,16.0,11,1,0,12.74,12.496,3.845,10.037666666666667,7.0715,5.828
2025-12-09 12:00:00,5.828,12.4,77,0.0,12.2,12,1,0,10.349,11.786,5.066,10.164666666666667,7.240500000000001,8.853
2025-12-09 13:00:00,8.853,13.2,72,0.0,11.7,13,1,0,5.828,12.74,7.789,10.341999999999999,7.12475,12.232
2025-12-09 14:00:00,12.232,13.3,71,0.0,12.7,14,1,0,8.853,10.349,12.496,10.298,7.1745833333333335,14.148
2025-12-09 15:00:00,14.148,12.2,73,0.0,10.7,15,1,0,12.232,5.828,11.786,10.691666666666668,7.309583333333332,13.391
2025-12-09 16:00:00,13.391,11.5,75,0.0,13.5,16,1,0,14.148,8.853,12.74,10.800166666666668,7.581458333333334,20.803
2025-12-09 17:00:00,20.803,11.0,76,0.0,17.1,17,1,0,13.391,12.232,10.349,12.542499999999999,8.23925,28.27
2025-12-09 18:00:00,28.27,10.9,76,0.0,16.5,18,1,0,20.803,14.148,5.828,16.282833333333333,9.224916666666667,11.629
2025-12-09 19:00:00,11.629,11.4,74,0.0,15.9,19,1,0,28.27,13.391,8.853,16.7455,9.50225,10.836
2025-12-09 20:00:00,10.836,11.6,74,0.0,17.4,20,1,0,11.629,20.803,12.232,16.512833333333333,9.753,11.084
2025-12-09 21:00:00,11.084,11.4,75,0.0,17.3,21,1,0,10.836,28.27,14.148,16.002166666666668,9.885583333333333,10.026
2025-12-09 22:00:00,10.026,11.2,75,0.0,18.2,22,1,0,11.084,11.629,13.391,15.441333333333333,9.902625,4.605
2025-12-09 23:00:00,4.605,11.1,73,0.0,18.7,23,1,0,10.026,10.836,20.803,12.741666666666667,9.924708333333333,6.744
2025-12-10 00:00:00,6.744,10.2,75,0.0,18.7,0,2,0,4.605,11.084,28.27,9.153999999999998,10.040125,10.411
2025-12-10 01:00:00,10.411,10.1,76,0.0,19.1,1,2,0,6.744,10.026,11.629,8.950999999999999,10.280083333333332,4.56
2025-12-10 02:00:00,4.56,9.8,76,0.0,18.1,2,2,0,10.411,4.605,10.836,7.905,10.397375,1.808
2025-12-10 04:00:00,1.808,9.2,75,0.0,19.9,4,2,0,4.56,6.744,11.084,6.359000000000001,10.188541666666666,5.341
2025-12-10 05:00:00,5.341,9.1,73,0.0,20.8,5,2,0,1.808,10.411,10.026,5.578166666666667,10.193333333333333,6.553
2025-12-10 07:00:00,6.553,8.6,78,0.0,18.8,7,2,0,5.341,4.56,4.605,5.902833333333334,10.306166666666666,6.725
2025-12-10 08:00:00,6.725,8.2,81,0.0,18.7,8,2,0,6.553,1.808,6.744,5.899666666666666,10.375291666666666,12.563
2025-12-10 09:00:00,12.563,8.5,80,0.0,18.8,9,2,0,6.725,5.341,10.411,6.258333333333333,10.574208333333333,18.859
2025-12-10 10:00:00,18.859,9.4,77,0.0,18.9,10,2,0,12.563,6.553,4.56,8.6415,10.839333333333334,17.84
2025-12-10 11:00:00,17.84,10.4,74,0.0,18.2,11,2,0,18.859,6.725,1.808,11.3135,11.091583333333332,18.518
2025-12-10 12:00:00,18.518,10.9,74,0.0,17.6,12,2,0,17.84,12.563,5.341,13.509666666666668,11.332333333333333,20.895
2025-12-10 13:00:00,20.895,10.6,77,0.0,15.3,13,2,0,18.518,18.859,6.553,15.9,11.771749999999999,22.083
2025-12-10 14:00:00,22.083,10.2,79,0.0,14.8,14,2,0,20.895,17.84,6.725,18.459666666666667,12.449041666666666,17.394
2025-12-10 15:00:00,17.394,9.7,81,0.0,15.6,15,2,0,22.083,18.518,12.563,19.264833333333332,12.804916666666665,17.652
2025-12-10 16:00:00,17.652,9.2,84,0.0,14.7,16,2,0,17.394,20.895,18.859,19.063666666666666,13.03075,16.346
2025-12-10 17:00:00,16.346,8.7,86,0.0,14.6,17,2,0,17.652,22.083,17.84,18.814666666666664,13.122333333333332,14.175
2025-12-10 18:00:00,14.175,8.6,87,0.0,14.0,18,2,0,16.346,17.394,18.518,18.090833333333332,13.155000000000001,13.823
2025-12-10 19:00:00,13.823,8.9,90,0.0,13.8,19,2,0,14.175,17.652,20.895,16.912166666666668,12.864166666666668,13.862
2025-12-10 20:00:00,13.862,8.8,90,0.1,15.4,20,2,0,13.823,16.346,22.083,15.542,12.263833333333332,13.852
2025-12-10 21:00:00,13.852,8.6,90,0.1,16.0,21,2,0,13.862,14.175,17.394,14.951666666666668,12.356458333333334,12.19
2025-12-10 22:00:00,12.19,8.4,93,0.3,15.7,22,2,0,13.852,13.823,17.652,14.041333333333332,12.412875,11.453
2025-12-10 23:00:00,11.453,8.1,96,0.7,15.4,23,2,0,12.19,13.862,16.346,13.225833333333334,12.42825,1.77
2025-12-11 00:00:00,1.77,8.1,96,0.2,15.8,0,3,0,11.453,13.852,14.175,11.158333333333333,12.084249999999999,8.18
2025-12-11 01:00:00,8.18,8.1,95,0.1,15.8,1,3,0,1.77,12.19,13.823,10.217833333333333,12.233208333333332,5.774
2025-12-11 02:00:00,5.774,8.1,94,0.0,15.5,2,3,0,8.18,11.453,13.862,8.869833333333332,12.192791666666666,6.363
2025-12-11 03:00:00,6.363,7.9,95,0.0,15.0,3,3,0,5.774,1.77,13.852,7.621666666666667,12.024125,4.887
2025-12-11 04:00:00,4.887,7.6,96,0.0,14.6,4,3,0,6.363,8.18,12.19,6.4045,12.03775,6.374
2025-12-11 05:00:00,6.374,7.5,97,0.0,13.8,5,3,0,4.887,5.774,11.453,5.558,12.228,6.623
2025-12-11 06:00:00,6.623,7.2,97,0.0,14.0,6,3,0,6.374,6.363,1.77,6.366833333333333,12.281416666666667,8.732
2025-12-11 07:00:00,8.732,7.0,99,0.0,13.7,7,3,0,6.623,4.887,8.18,6.458833333333334,12.372208333333333,12.661
2025-12-11 09:00:00,12.661,7.1,98,0.0,14.0,9,3,0,8.732,6.374,5.774,7.6066666666666665,12.619541666666665,12.193
2025-12-11 10:00:00,12.193,7.4,94,0.0,14.7,10,3,0,12.661,6.623,6.363,8.578333333333333,12.604124999999998,12.496
2025-12-11 11:00:00,12.496,7.8,90,0.0,15.1,11,3,0,12.193,8.732,4.887,9.8465,12.339,17.278
2025-12-11 12:00:00,17.278,8.4,83,0.0,14.1,12,3,0,12.496,12.661,6.374,11.663833333333335,12.31558333333333,11.25
2025-12-11 13:00:00,11.25,9.2,81,0.0,11.4,13,3,0,17.278,12.193,6.623,12.435,12.012749999999999,9.225
2025-12-11 14:00:00,9.225,9.3,78,0.0,12.0,14,3,0,11.25,12.496,8.732,12.517166666666666,11.5265,12.617
2025-12-11 15:00:00,12.617,8.5,82,0.0,8.7,15,3,0,9.225,17.278,12.661,12.509833333333333,11.132083333333334,13.866
2025-12-11 16:00:00,13.866,6.4,91,0.0,7.7,16,3,0,12.617,11.25,12.193,12.788666666666666,10.985083333333334,22.391
2025-12-11 17:00:00,22.391,5.9,91,0.0,10.6,17,3,0,13.866,9.225,12.496,14.437833333333336,11.182541666666665,23.562
2025-12-11 18:00:00,23.562,5.5,90,0.0,12.4,18,3,0,22.391,12.617,17.278,15.485166666666666,11.483208333333332,30.796
2025-12-11 19:00:00,30.796,5.2,90,0.0,11.7,19,3,0,23.562,13.866,11.25,18.742833333333333,12.175749999999999,32.467
2025-12-11 20:00:00,32.467,4.8,91,0.0,12.9,20,3,0,30.796,22.391,9.225,22.616500000000002,12.952583333333335,33.029
2025-12-11 21:00:00,33.029,4.4,89,0.0,12.1,21,3,0,32.467,23.562,12.617,26.0185,13.751208333333333,15.672
2025-12-11 22:00:00,15.672,4.3,90,0.0,14.0,22,3,0,33.029,30.796,13.866,26.319499999999994,13.827041666666666,15.184
2025-12-11 23:00:00,15.184,4.2,92,0.0,12.9,23,3,0,15.672,32.467,22.391,25.11833333333333,13.951791666666667,23.079
2025-12-12 00:00:00,23.079,4.0,92,0.0,12.8,0,4,0,15.184,33.029,23.562,25.037833333333335,14.436208333333333,25.746
2025-12-12 01:00:00,25.746,3.0,93,0.0,11.6,1,4,0,23.079,15.672,30.796,24.196166666666667,15.435208333333334,15.97
2025-12-12 02:00:00,15.97,2.2,93,0.0,8.5,2,4,0,25.746,15.184,32.467,21.44666666666667,15.759791666666667,13.948
2025-12-12 03:00:00,13.948,1.4,93,0.0,6.8,3,4,0,15.97,23.079,33.029,18.2665,16.100375,13.044
2025-12-12 04:00:00,13.044,1.1,91,0.0,6.5,4,4,0,13.948,25.746,15.672,17.828500000000002,16.37875,16.778
2025-12-12 05:00:00,16.778,1.5,91,0.0,9.3,5,4,0,13.044,15.97,15.184,18.094166666666666,16.874208333333332,12.303
2025-12-12 06:00:00,12.303,1.5,90,0.0,9.0,6,4,0,16.778,13.948,23.079,16.298166666666663,17.12125,20.165
2025-12-12 07:00:00,20.165,1.6,88,0.0,7.2,7,4,0,12.303,13.044,25.746,15.368,17.6855,26.172
2025-12-12 08:00:00,26.172,1.2,86,0.0,7.3,8,4,0,20.165,16.778,15.97,17.06833333333333,18.412166666666668,23.259
2025-12-12 09:00:00,23.259,1.6,84,0.0,7.9,9,4,0,26.172,12.303,13.948,18.620166666666666,18.85375,16.879
2025-12-12 10:00:00,16.879,3.7,79,0.0,8.0,10,4,0,23.259,20.165,13.044,19.259333333333334,19.049000000000003,15.643
2025-12-12 11:00:00,15.643,5.2,70,0.0,6.3,11,4,0,16.879,26.172,16.778,19.07016666666667,19.180125,16.805
2025-12-12 12:00:00,16.805,5.9,71,0.0,5.0,12,4,0,15.643,23.259,12.303,19.8205,19.160416666666666,16.943
2025-12-12 15:00:00,16.943,5.9,83,0.0,4.5,15,4,0,16.805,16.879,20.165,19.2835,19.397625,21.535
2025-12-12 17:00:00,21.535,3.0,89,0.0,2.7,17,4,0,16.943,15.643,26.172,18.51066666666667,19.910541666666667,26.897
2025-12-12 18:00:00,26.897,2.5,90,0.0,2.5,18,4,0,21.535,16.805,23.259,19.117,20.505541666666666,25.607
2025-12-12 19:00:00,25.607,2.2,94,0.0,4.1,19,4,0,26.897,16.943,16.879,20.571666666666665,20.99475,14.227
2025-12-12 20:00:00,14.227,0.9,96,0.0,5.4,20,4,0,25.607,21.535,15.643,20.335666666666665,20.654583333333335,10.486
2025-12-12 21:00:00,10.486,-0.2,96,0.0,4.2,21,4,0,14.227,26.897,16.805,19.282500000000002,20.109750000000002,24.952
2025-12-12 22:00:00,24.952,-0.1,93,0.0,5.9,22,4,0,10.486,25.607,16.943,20.617333333333335,19.86625,21.346
2025-12-12 23:00:00,21.346,0.2,92,0.0,7.4,23,4,0,24.952,14.227,21.535,20.585833333333333,19.402874999999998,29.175
2025-12-13 00:00:00,29.175,0.7,91,0.0,8.2,0,5,1,21.346,10.486,26.897,20.965500000000002,19.242291666666667,19.522
2025-12-13 01:00:00,19.522,1.1,90,0.0,7.5,1,5,1,29.175,24.952,25.607,19.951333333333334,19.402708333333333,17.444
2025-12-13 02:00:00,17.444,1.2,91,0.0,8.4,2,5,1,19.522,21.346,14.227,20.4875,19.496875,17.12
2025-12-13 03:00:00,17.12,0.9,92,0.0,8.4,3,5,1,17.444,29.175,10.486,21.593166666666665,19.248583333333332,11.433
2025-12-13 04:00:00,11.433,0.6,92,0.0,7.7,4,5,1,17.12,19.522,24.952,19.34,18.652208333333334,6.392
2025-12-13 05:00:00,6.392,0.7,92,0.0,8.0,5,5,1,11.433,17.444,21.346,16.847666666666665,18.253125,6.51
2025-12-13 06:00:00,6.51,1.0,92,0.0,8.8,6,5,1,6.392,17.12,29.175,13.070166666666665,17.943208333333335,11.096
2025-12-13 08:00:00,11.096,1.5,92,0.0,8.3,8,5,1,6.51,11.433,19.522,11.665833333333333,17.862041666666666,9.474
2025-12-13 09:00:00,9.474,2.1,93,0.0,9.8,9,5,1,11.096,6.392,17.444,10.3375,17.557708333333334,14.045
2025-12-13 10:00:00,14.045,3.5,91,0.0,10.2,10,5,1,9.474,6.51,17.12,9.825000000000001,17.63029166666667,12.829
2025-12-13 12:00:00,12.829,5.9,87,0.0,10.9,12,5,1,14.045,11.096,11.433,10.057666666666668,17.324625,7.947
2025-12-13 13:00:00,7.947,5.8,88,0.0,10.0,13,5,1,12.829,9.474,6.392,10.316833333333333,16.565250000000002,9.726
2025-12-13 14:00:00,9.726,6.0,87,0.0,9.3,14,5,1,7.947,14.045,6.51,10.852833333333335,16.001375,9.73
2025-12-13 15:00:00,9.73,5.4,91,0.0,8.3,15,5,1,9.726,12.829,11.096,10.625166666666667,15.7035,11.879
2025-12-13 16:00:00,11.879,3.8,95,0.0,8.1,16,5,1,9.73,7.947,9.474,11.026000000000002,15.546666666666667,15.945
2025-12-13 17:00:00,15.945,3.2,96,0.0,8.0,17,5,1,11.879,9.726,14.045,11.342666666666666,15.510833333333332,15.655
2025-12-13 18:00:00,15.655,2.8,97,0.0,8.9,18,5,1,15.945,9.73,12.829,11.813666666666668,15.457166666666668,14.055
2025-12-13 19:00:00,14.055,2.5,96,0.0,10.9,19,5,1,15.655,11.879,7.947,12.831666666666669,15.1455,18.118
2025-12-13 20:00:00,18.118,2.2,98,0.0,10.7,20,5,1,14.055,15.945,9.726,14.230333333333334,14.779708333333334,14.694
2025-12-13 21:00:00,14.694,2.4,99,0.0,11.0,21,5,1,18.118,15.655,9.73,15.057666666666668,14.324999999999998,15.406
2025-12-13 22:00:00,15.406,2.7,98,0.0,10.3,22,5,1,14.694,14.055,11.879,15.645499999999998,14.374125,10.222
2025-12-13 23:00:00,10.222,2.6,98,0.0,10.4,23,5,1,15.406,18.118,15.945,14.691666666666668,14.363125000000002,11.412
2025-12-14 00:00:00,11.412,2.5,99,0.0,10.7,0,6,1,10.222,14.694,15.655,13.984499999999999,13.798958333333333,11.322
2025-12-14 01:00:00,11.322,2.8,98,0.0,10.8,1,6,1,11.412,15.406,14.055,13.529000000000002,13.381291666666668,7.464
2025-12-14 02:00:00,7.464,2.8,97,0.0,9.9,2,6,1,11.322,10.222,18.118,11.753333333333332,12.476666666666667,5.3
2025-12-14 03:00:00,5.3,3.0,97,0.0,9.1,3,6,1,7.464,11.412,14.694,10.187666666666667,11.884083333333335,3.895
2025-12-14 04:00:00,3.895,3.0,97,0.0,9.7,4,6,1,5.3,11.322,15.406,8.269166666666665,11.319541666666666,12.548
2025-12-14 05:00:00,12.548,3.0,96,0.0,9.1,5,6,1,3.895,7.464,10.222,8.656833333333333,11.129041666666666,7.723
2025-12-14 06:00:00,7.723,3.0,95,0.0,9.5,6,6,1,12.548,5.3,11.412,8.042,10.974458333333333,7.798
2025-12-14 07:00:00,7.798,2.5,94,0.0,9.5,7,6,1,7.723,3.895,11.322,7.454666666666667,11.033041666666668,6.236
2025-12-14 08:00:00,6.236,2.3,95,0.0,9.3,8,6,1,7.798,12.548,7.464,7.25,11.021625,8.728
