datetime,pm10,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m
2025-11-23 12:00:00,31.122,0.9,22,0.0,8.4
2025-11-23 13:00:00,44.27,1.1,35,0.0,7.7
2025-11-23 14:00:00,59.188,1.4,33,0.0,8.9
2025-11-23 15:00:00,60.993,0.2,35,0.0,7.4
2025-11-23 16:00:00,71.801,-2.7,47,0.0,8.4
2025-11-23 17:00:00,60.148,-4.0,49,0.0,12.5
2025-11-23 18:00:00,59.461,-4.3,52,0.0,12.9
2025-11-23 19:00:00,51.307,-4.1,56,0.0,15.9
2025-11-23 22:00:00,24.254,-1.1,39,0.0,17.1
2025-11-23 23:00:00,21.038,-0.9,50,0.2,17.8
2025-11-24 00:00:00,18.792,-0.3,58,0.2,19.1
2025-11-24 01:00:00,16.126,-0.4,66,0.0,15.7
2025-11-24 02:00:00,8.798,-0.3,72,0.1,15.3
2025-11-24 03:00:00,9.327,-0.2,77,0.2,14.7
2025-11-24 04:00:00,3.998,0.0,79,0.1,14.9
2025-11-24 05:00:00,1.938,0.5,78,0.0,16.1
2025-11-24 06:00:00,17.441,0.8,80,0.0,16.2
2025-11-24 07:00:00,42.855,-0.1,82,0.0,16.4
2025-11-24 08:00:00,20.834,-0.8,87,0.0,15.4
2025-11-24 09:00:00,17.249,0.3,85,0.0,15.5
2025-11-24 10:00:00,11.872,1.6,82,0.0,16.5
2025-11-24 11:00:00,20.106,2.7,77,0.0,14.0
2025-11-24 12:00:00,18.802,3.3,73,0.0,12.2
2025-11-24 13:00:00,10.981,3.8,77,0.0,11.9
2025-11-24 14:00:00,8.093,4.1,76,0.0,11.4
2025-11-24 15:00:00,5.79,3.2,81,0.0,10.5
2025-11-24 16:00:00,8.295,2.0,89,0.0,9.4
2025-11-24 17:00:00,12.869,1.5,90,0.0,11.2
2025-11-24 18:00:00,13.931,0.8,91,0.0,10.6
2025-11-24 19:00:00,15.354,0.2,90,0.0,10.0
2025-11-24 20:00:00,16.824,0.4,92,0.0,12.1
2025-11-24 22:00:00,12.152,0.6,94,0.0,9.1
2025-11-24 23:00:00,13.624,0.2,93,0.0,7.9
2025-11-25 00:00:00,11.883,0.2,94,0.0,10.9
2025-11-25 01:00:00,11.043,-0.1,94,0.0,9.9
2025-11-25 02:00:00,8.739,0.2,94,0.0,10.0
2025-11-25 03:00:00,8.101,0.2,94,0.0,7.6
2025-11-25 04:00:00,7.79,0.4,94,0.0,7.8
2025-11-25 05:00:00,9.039,0.3,94,0.0,7.7
2025-11-25 07:00:00,11.129,-0.2,94,0.0,2.7
2025-11-25 08:00:00,11.585,-0.2,96,0.0,1.5
2025-11-25 09:00:00,14.215,0.6,95,0.0,3.9
2025-11-25 10:00:00,16.8,2.2,90,0.0,3.0
2025-11-25 11:00:00,19.465,3.2,87,0.0,3.5
2025-11-25 12:00:00,18.198,3.6,86,0.0,3.6
2025-11-25 13:00:00,20.272,3.2,85,0.0,3.6
2025-11-25 14:00:00,14.091,3.3,85,0.2,3.6
2025-11-25 15:00:00,6.723,2.1,92,0.1,3.5
2025-11-25 16:00:00,9.712,0.7,98,0.0,7.0
2025-11-25 17:00:00,13.519,-0.6,97,0.0,5.0
2025-11-25 18:00:00,15.122,0.2,97,0.0,5.6
2025-11-25 19:00:00,14.784,0.4,99,0.1,8.4
2025-11-25 20:00:00,21.694,0.1,100,0.1,7.8
2025-11-26 03:00:00,21.814,-0.4,99,0.3,14.3
2025-11-26 04:00:00,18.378,-0.7,99,0.3,14.3
2025-11-26 06:00:00,21.301,-1.1,99,0.3,12.9
2025-11-26 09:00:00,29.87,-2.0,99,0.4,12.7
2025-11-26 10:00:00,29.671,-1.9,99,0.3,11.6
2025-11-26 11:00:00,27.994,-1.8,99,0.2,13.6
2025-11-26 12:00:00,25.143,-1.6,99,0.1,13.3
2025-11-26 13:00:00,23.383,-1.2,99,0.1,12.2
2025-11-26 14:00:00,22.083,-1.2,98,0.4,13.1
2025-11-26 15:00:00,22.521,-1.2,99,0.4,15.3
2025-11-26 16:00:00,21.862,-1.1,100,0.6,16.7
2025-11-26 17:00:00,25.731,-0.9,100,0.1,15.6
2025-11-26 18:00:00,22.637,-0.5,100,0.0,13.5
2025-11-26 19:00:00,26.918,-0.2,100,0.0,13.7
2025-11-26 20:00:00,28.186,-0.1,100,0.3,13.1
2025-11-26 22:00:00,22.484,0.1,100,0.0,14.8
2025-11-26 23:00:00,15.942,0.2,100,0.0,14.5
2025-11-27 00:00:00,20.886,0.1,100,0.0,11.6
2025-11-27 01:00:00,16.263,0.0,99,0.0,8.6
2025-11-27 02:00:00,15.977,-0.6,98,0.0,8.3
2025-11-27 03:00:00,13.981,-0.6,98,0.0,9.6
2025-11-27 04:00:00,11.575,-0.6,96,0.0,10.4
2025-11-27 05:00:00,12.966,-0.9,96,0.0,10.0
2025-11-27 07:00:00,9.769,-0.9,93,0.0,11.8
2025-11-27 08:00:00,10.22,-1.4,92,0.0,13.7
2025-11-27 09:00:00,15.999,-1.6,91,0.0,12.9
2025-11-27 10:00:00,18.298,-1.0,90,0.0,12.5
2025-11-27 11:00:00,15.454,-0.4,87,0.0,15.9
2025-11-27 12:00:00,11.818,0.1,84,0.0,16.4
2025-11-27 13:00:00,14.114,0.5,81,0.0,19.5
2025-11-27 14:00:00,17.305,0.6,78,0.0,18.0
2025-11-27 15:00:00,18.935,0.3,79,0.0,14.5
2025-11-27 16:00:00,21.022,-0.2,80,0.0,14.7
2025-11-27 17:00:00,30.311,-0.7,83,0.0,15.3
2025-11-27 18:00:00,20.617,-0.9,84,0.0,15.9
2025-11-27 19:00:00,18.857,-0.6,84,0.0,17.6
2025-11-28 03:00:00,10.217,0.5,80,0.0,18.0
2025-11-28 05:00:00,13.932,0.9,83,0.0,18.1
2025-11-28 06:00:00,12.445,0.6,85,0.0,17.6
2025-11-28 08:00:00,8.236,1.2,86,0.0,17.0
2025-11-28 09:00:00,9.628,2.2,82,0.0,16.9
2025-11-28 16:00:00,13.471,3.0,90,0.0,14.3
2025-11-28 17:00:00,12.145,2.3,91,0.0,14.9
2025-11-28 19:00:00,24.297,2.7,92,0.0,16.8
2025-11-29 10:00:00,7.343,4.3,92,0.0,10.6
2025-11-30 00:00:00,20.023,4.0,96,0.0,13.1
2025-11-30 15:00:00,6.758,8.0,78,0.0,9.9
2025-11-30 18:00:00,17.818,5.6,83,0.2,10.1
2025-11-30 19:00:00,12.639,4.5,91,0.6,7.8
2025-12-01 03:00:00,4.986,3.9,96,0.0,11.3
2025-12-01 04:00:00,8.273,3.8,97,0.0,10.3
2025-12-01 05:00:00,9.241,3.7,97,0.0,9.8
2025-12-01 06:00:00,1.844,3.7,97,0.0,8.2
2025-12-01 08:00:00,17.36,3.4,98,0.0,8.5
2025-12-01 09:00:00,15.214,2.9,96,0.1,13.4
2025-12-01 10:00:00,17.889,2.5,91,0.0,11.6
2025-12-01 11:00:00,8.831,2.9,84,0.0,11.9
2025-12-01 12:00:00,8.976,3.5,76,0.0,13.9
2025-12-01 13:00:00,16.606,3.8,69,0.0,12.0
2025-12-01 14:00:00,17.436,3.9,68,0.0,10.8
2025-12-01 15:00:00,20.906,3.5,71,0.0,8.0
2025-12-01 16:00:00,20.687,1.1,85,0.0,5.2
2025-12-01 17:00:00,30.379,0.1,85,0.0,6.2
2025-12-01 18:00:00,43.989,-0.3,86,0.0,7.4
2025-12-01 20:00:00,32.483,-1.4,88,0.0,6.9
2025-12-02 02:00:00,16.007,-1.2,88,0.0,5.8
2025-12-02 07:00:00,28.6,1.4,92,0.0,6.6
2025-12-02 08:00:00,22.748,1.8,90,0.0,6.7
2025-12-02 09:00:00,15.984,2.5,88,0.0,7.4
2025-12-02 10:00:00,20.673,3.3,84,0.0,8.7
2025-12-02 11:00:00,25.674,4.3,79,0.0,7.6
2025-12-02 12:00:00,20.797,5.3,74,0.0,9.3
2025-12-02 13:00:00,26.946,6.2,69,0.0,11.0
2025-12-02 14:00:00,26.571,6.2,67,0.0,10.1
2025-12-02 15:00:00,23.922,5.2,72,0.0,7.7
2025-12-02 16:00:00,24.154,2.2,84,0.0,7.2
2025-12-02 17:00:00,36.089,1.0,85,0.0,8.1
2025-12-02 18:00:00,47.144,0.1,87,0.0,9.8
2025-12-02 19:00:00,45.797,-0.2,88,0.0,11.3
2025-12-02 20:00:00,29.982,-0.4,91,0.0,10.9
2025-12-02 21:00:00,29.129,-0.5,92,0.0,10.9
2025-12-02 22:00:00,22.581,-0.7,93,0.0,11.4
2025-12-02 23:00:00,19.713,-0.2,92,0.0,10.8
2025-12-03 00:00:00,17.563,0.5,89,0.0,8.5
2025-12-03 01:00:00,14.781,0.3,83,0.0,7.2
2025-12-03 02:00:00,10.98,0.7,81,0.0,8.0
2025-12-03 03:00:00,12.605,1.2,79,0.0,9.2
2025-12-03 04:00:00,13.59,1.5,82,0.0,10.7
2025-12-03 05:00:00,12.292,1.9,81,0.0,12.1
2025-12-03 06:00:00,13.59,1.6,82,0.0,12.1
2025-12-03 07:00:00,12.54,1.4,83,0.0,9.5
2025-12-03 08:00:00,16.38,1.5,81,0.0,9.2
2025-12-03 09:00:00,20.299,2.0,80,0.0,9.8
2025-12-03 10:00:00,25.993,2.8,76,0.0,9.1
2025-12-03 11:00:00,28.266,4.4,69,0.0,8.4
2025-12-03 12:00:00,23.892,5.3,66,0.0,6.5
2025-12-03 13:00:00,21.153,5.0,73,0.0,3.6
2025-12-03 14:00:00,20.57,4.8,75,0.0,3.1
2025-12-03 15:00:00,24.905,4.2,81,0.0,3.1
2025-12-03 16:00:00,23.992,2.7,84,0.0,5.6
2025-12-03 17:00:00,26.698,2.0,83,0.0,8.0
2025-12-03 18:00:00,26.692,0.8,86,0.0,9.7
2025-12-03 19:00:00,32.925,-0.4,88,0.0,10.3
2025-12-03 20:00:00,38.799,-1.4,89,0.0,8.6
2025-12-03 21:00:00,24.607,-2.0,90,0.0,8.6
2025-12-03 22:00:00,21.811,-2.0,90,0.0,8.4
2025-12-03 23:00:00,19.255,-1.8,90,0.0,7.6
2025-12-04 00:00:00,13.02,-1.9,90,0.0,6.1
2025-12-04 01:00:00,15.498,-2.3,89,0.0,5.0
2025-12-04 02:00:00,16.5,-2.8,90,0.0,5.3
2025-12-04 03:00:00,23.858,-2.8,91,0.0,6.0
2025-12-04 04:00:00,19.811,-2.8,92,0.0,6.2
2025-12-04 05:00:00,18.142,-2.5,92,0.0,6.3
2025-12-04 07:00:00,21.921,-2.4,90,0.0,7.3
2025-12-04 08:00:00,28.066,-2.4,91,0.0,8.2
2025-12-04 09:00:00,28.535,-1.0,88,0.0,8.4
2025-12-04 10:00:00,17.866,1.0,79,0.0,7.2
2025-12-04 11:00:00,12.514,2.6,74,0.0,2.6
2025-12-04 12:00:00,24.579,3.5,73,0.0,1.5
2025-12-04 15:00:00,12.999,2.2,78,0.0,2.1
2025-12-04 17:00:00,20.024,-1.1,90,0.0,5.2
2025-12-04 18:00:00,20.109,-1.0,91,0.0,5.2
2025-12-04 19:00:00,23.246,-1.0,92,0.0,4.8
2025-12-04 20:00:00,24.185,-0.9,94,0.0,5.5
2025-12-04 21:00:00,19.845,-0.2,93,0.0,5.2
2025-12-04 22:00:00,20.766,-0.2,93,0.0,5.2
2025-12-04 23:00:00,16.756,-0.1,93,0.0,4.2
2025-12-05 00:00:00,15.834,0.2,93,0.0,2.7
2025-12-05 01:00:00,19.922,-0.6,95,0.0,3.6
2025-12-05 02:00:00,22.031,-0.9,96,0.0,3.2
2025-12-05 03:00:00,22.446,-0.8,96,0.0,2.3
2025-12-05 04:00:00,20.33,-0.6,96,0.1,1.1
2025-12-05 05:00:00,20.352,-0.3,96,0.2,1.7
2025-12-05 07:00:00,17.73,-0.2,97,0.4,4.1
2025-12-05 08:00:00,22.873,-0.1,96,0.1,4.0
2025-12-05 09:00:00,24.296,0.2,95,0.1,6.1
2025-12-05 10:00:00,24.749,0.8,91,0.0,5.4
2025-12-05 11:00:00,25.623,1.5,86,0.0,6.3
2025-12-05 12:00:00,26.172,1.9,85,0.0,7.5
2025-12-05 13:00:00,20.8,2.0,88,0.0,9.8
2025-12-05 14:00:00,23.473,2.3,86,0.0,10.8
2025-12-05 15:00:00,29.64,1.9,88,0.0,8.1
2025-12-05 16:00:00,27.449,0.0,93,0.0,5.5
2025-12-05 17:00:00,22.676,-0.6,93,0.0,7.2
2025-12-05 18:00:00,21.617,0.1,91,0.0,10.2
2025-12-05 19:00:00,24.116,0.8,92,0.0,11.0
2025-12-05 20:00:00,29.857,0.4,93,0.0,11.8
2025-12-05 21:00:00,19.351,-0.3,95,0.0,13.1
2025-12-05 22:00:00,15.469,-0.4,96,0.0,12.6
2025-12-05 23:00:00,15.278,-0.3,96,0.0,11.8
2025-12-06 00:00:00,18.904,-0.2,95,0.0,11.1
2025-12-06 01:00:00,16.755,0.2,94,0.0,11.7
2025-12-06 02:00:00,16.985,0.2,94,0.0,12.1
2025-12-06 03:00:00,14.378,0.1,93,0.0,12.5
2025-12-06 04:00:00,14.628,0.1,94,0.0,10.7
2025-12-06 05:00:00,12.016,0.3,94,0.0,10.4
2025-12-06 06:00:00,7.34,0.1,94,0.0,7.9
2025-12-06 07:00:00,4.621,0.2,92,0.0,7.2
2025-12-06 08:00:00,5.268,-0.1,92,0.0,9.6
2025-12-06 09:00:00,10.062,1.1,91,0.0,13.8
2025-12-06 10:00:00,18.828,2.5,86,0.0,12.7
2025-12-06 11:00:00,14.042,3.8,80,0.0,11.6
2025-12-06 12:00:00,11.479,4.8,76,0.0,11.9
2025-12-06 13:00:00,9.52,5.6,71,0.0,15.0
2025-12-06 14:00:00,8.843,5.0,70,0.0,18.4
2025-12-06 15:00:00,13.12,4.5,72,0.0,12.3
2025-12-06 16:00:00,16.018,3.2,78,0.0,9.0
2025-12-06 17:00:00,17.145,2.1,83,0.0,11.7
2025-12-06 18:00:00,19.166,3.2,83,0.0,18.0
2025-12-06 19:00:00,19.621,3.3,88,0.0,19.1
2025-12-06 20:00:00,13.925,4.0,86,0.0,20.3
2025-12-06 21:00:00,16.332,5.2,85,0.0,20.3
2025-12-06 22:00:00,11.659,4.4,89,0.0,19.8
2025-12-06 23:00:00,6.917,4.6,89,0.0,18.2
2025-12-07 00:00:00,9.001,4.6,90,0.0,17.4
2025-12-07 01:00:00,9.286,4.8,92,0.0,17.9
2025-12-07 02:00:00,6.239,5.1,92,0.0,17.7
2025-12-07 03:00:00,9.403,4.8,93,0.0,17.1
2025-12-07 04:00:00,6.536,5.0,94,0.0,16.8
2025-12-07 05:00:00,6.302,4.8,94,0.0,16.7
2025-12-07 06:00:00,6.891,4.6,94,0.0,17.6
2025-12-07 07:00:00,6.244,5.2,95,0.0,16.7
2025-12-07 08:00:00,1.833,5.0,95,0.0,15.7
2025-12-07 09:00:00,6.723,5.8,93,0.0,17.7
2025-12-07 10:00:00,7.502,6.6,90,0.0,18.9
2025-12-07 11:00:00,8.781,7.4,87,0.0,19.5
2025-12-07 12:00:00,7.308,8.1,81,0.0,20.7
2025-12-07 13:00:00,8.577,7.4,90,0.0,14.2
2025-12-07 14:00:00,10.504,7.8,86,0.0,11.6
2025-12-07 15:00:00,10.125,7.4,85,0.0,10.5
2025-12-07 16:00:00,9.941,6.3,88,0.0,10.2
2025-12-07 17:00:00,11.619,5.9,91,0.0,11.6
2025-12-07 18:00:00,12.721,5.6,91,0.0,13.1
2025-12-07 19:00:00,11.241,5.6,94,0.0,15.1
2025-12-07 20:00:00,15.16,6.2,94,0.0,16.0
2025-12-07 21:00:00,8.427,6.9,93,0.0,17.9
2025-12-07 22:00:00,4.101,7.1,92,0.0,16.6
2025-12-07 23:00:00,5.59,7.4,91,0.0,17.4
2025-12-08 00:00:00,3.758,7.7,89,0.1,18.1
2025-12-08 01:00:00,6.318,7.5,93,0.6,19.4
2025-12-08 02:00:00,5.997,7.7,93,1.1,20.2
2025-12-08 03:00:00,4.775,7.9,93,1.5,22.1
2025-12-08 04:00:00,3.611,8.6,92,0.7,24.6
2025-12-08 07:00:00,1.772,8.6,96,0.0,14.9
2025-12-08 08:00:00,5.886,8.5,95,0.0,17.2
2025-12-08 09:00:00,8.459,9.1,95,0.0,19.4
2025-12-08 10:00:00,1.772,10.0,94,0.0,18.8
2025-12-08 11:00:00,11.631,11.2,92,0.0,19.6
2025-12-08 12:00:00,11.036,12.0,91,0.0,16.0
2025-12-08 13:00:00,10.908,12.8,86,0.0,18.5
2025-12-08 14:00:00,6.866,12.8,86,0.0,16.0
2025-12-08 15:00:00,5.016,12.1,89,0.0,15.2
2025-12-08 16:00:00,4.614,11.8,92,0.0,18.7
2025-12-08 17:00:00,4.973,11.6,91,0.0,19.2
2025-12-08 18:00:00,4.818,11.1,91,0.0,19.5
2025-12-08 19:00:00,7.902,10.9,94,0.0,18.6
2025-12-08 20:00:00,9.617,10.7,95,0.0,18.0
2025-12-08 21:00:00,4.075,10.5,95,0.0,18.1
2025-12-08 22:00:00,3.974,10.6,95,0.0,18.5
2025-12-08 23:00:00,4.652,10.6,94,0.0,19.3
2025-12-09 00:00:00,1.745,10.8,94,0.0,20.8
2025-12-09 02:00:00,6.82,11.0,95,0.0,19.3
2025-12-09 03:00:00,5.226,10.9,94,0.2,20.1
2025-12-09 04:00:00,3.845,10.6,95,0.2,21.7
2025-12-09 05:00:00,5.066,10.1,96,0.0,21.0
2025-12-09 07:00:00,7.789,9.6,97,0.0,16.7
2025-12-09 08:00:00,12.496,9.2,98,0.0,16.7
2025-12-09 09:00:00,11.786,9.2,96,0.0,17.7
2025-12-09 10:00:00,12.74,10.2,90,0.0,17.4
2025-12-09 11:00:00,10.349,11.4,82,0.0,16.0
2025-12-09 12:00:00,5.828,12.4,77,0.0,12.2
2025-12-09 13:00:00,8.853,13.2,72,0.0,11.7
2025-12-09 14:00:00,12.232,13.3,71,0.0,12.7
2025-12-09 15:00:00,14.148,12.2,73,0.0,10.7
2025-12-09 16:00:00,13.391,11.5,75,0.0,13.5
2025-12-09 17:00:00,20.803,11.0,76,0.0,17.1
2025-12-09 18:00:00,28.27,10.9,76,0.0,16.5
2025-12-09 19:00:00,11.629,11.4,74,0.0,15.9
2025-12-09 20:00:00,10.836,11.6,74,0.0,17.4
2025-12-09 21:00:00,11.084,11.4,75,0.0,17.3
2025-12-09 22:00:00,10.026,11.2,75,0.0,18.2
2025-12-09 23:00:00,4.605,11.1,73,0.0,18.7
2025-12-10 00:00:00,6.744,10.2,75,0.0,18.7
2025-12-10 01:00:00,10.411,10.1,76,0.0,19.1
2025-12-10 02:00:00,4.56,9.8,76,0.0,18.1
2025-12-10 04:00:00,1.808,9.2,75,0.0,19.9
2025-12-10 05:00:00,5.341,9.1,73,0.0,20.8
2025-12-10 07:00:00,6.553,8.6,78,0.0,18.8
2025-12-10 08:00:00,6.725,8.2,81,0.0,18.7
2025-12-10 09:00:00,12.563,8.5,80,0.0,18.8
2025-12-10 10:00:00,18.859,9.4,77,0.0,18.9
2025-12-10 11:00:00,17.84,10.4,74,0.0,18.2
2025-12-10 12:00:00,18.518,10.9,74,0.0,17.6
2025-12-10 13:00:00,20.895,10.6,77,0.0,15.3
2025-12-10 14:00:00,22.083,10.2,79,0.0,14.8
2025-12-10 15:00:00,17.394,9.7,81,0.0,15.6
2025-12-10 16:00:00,17.652,9.2,84,0.0,14.7
2025-12-10 17:00:00,16.346,8.7,86,0.0,14.6
2025-12-10 18:00:00,14.175,8.6,87,0.0,14.0
2025-12-10 19:00:00,13.823,8.9,90,0.0,13.8
2025-12-10 20:00:00,13.862,8.8,90,0.1,15.4
2025-12-10 21:00:00,13.852,8.6,90,0.1,16.0
2025-12-10 22:00:00,12.19,8.4,93,0.3,15.7
2025-12-10 23:00:00,11.453,8.1,96,0.7,15.4
2025-12-11 00:00:00,1.77,8.1,96,0.2,15.8
2025-12-11 01:00:00,8.18,8.1,95,0.1,15.8
2025-12-11 02:00:00,5.774,8.1,94,0.0,15.5
2025-12-11 03:00:00,6.363,7.9,95,0.0,15.0
2025-12-11 04:00:00,4.887,7.6,96,0.0,14.6
2025-12-11 05:00:00,6.374,7.5,97,0.0,13.8
2025-12-11 06:00:00,6.623,7.2,97,0.0,14.0
2025-12-11 07:00:00,8.732,7.0,99,0.0,13.7
2025-12-11 09:00:00,12.661,7.1,98,0.0,14.0
2025-12-11 10:00:00,12.193,7.4,94,0.0,14.7
2025-12-11 11:00:00,12.496,7.8,90,0.0,15.1
2025-12-11 12:00:00,17.278,8.4,83,0.0,14.1
2025-12-11 13:00:00,11.25,9.2,81,0.0,11.4
2025-12-11 14:00:00,9.225,9.3,78,0.0,12.0
2025-12-11 15:00:00,12.617,8.5,82,0.0,8.7
2025-12-11 16:00:00,13.866,6.4,91,0.0,7.7
2025-12-11 17:00:00,22.391,5.9,91,0.0,10.6
2025-12-11 18:00:00,23.562,5.5,90,0.0,12.4
2025-12-11 19:00:00,30.796,5.2,90,0.0,11.7
2025-12-11 20:00:00,32.467,4.8,91,0.0,12.9
2025-12-11 21:00:00,33.029,4.4,89,0.0,12.1
2025-12-11 22:00:00,15.672,4.3,90,0.0,14.0
2025-12-11 23:00:00,15.184,4.2,92,0.0,12.9
2025-12-12 00:00:00,23.079,4.0,92,0.0,12.8
2025-12-12 01:00:00,25.746,3.0,93,0.0,11.6
2025-12-12 02:00:00,15.97,2.2,93,0.0,8.5
2025-12-12 03:00:00,13.948,1.4,93,0.0,6.8
2025-12-12 04:00:00,13.044,1.1,91,0.0,6.5
2025-12-12 05:00:00,16.778,1.5,91,0.0,9.3
2025-12-12 06:00:00,12.303,1.5,90,0.0,9.0
2025-12-12 07:00:00,20.165,1.6,88,0.0,7.2
2025-12-12 08:00:00,26.172,1.2,86,0.0,7.3
2025-12-12 09:00:00,23.259,1.6,84,0.0,7.9
2025-12-12 10:00:00,16.879,3.7,79,0.0,8.0
2025-12-12 11:00:00,15.643,5.2,70,0.0,6.3
2025-12-12 12:00:00,16.805,5.9,71,0.0,5.0
2025-12-12 15:00:00,16.943,5.9,83,0.0,4.5
2025-12-12 17:00:00,21.535,3.0,89,0.0,2.7
2025-12-12 18:00:00,26.897,2.5,90,0.0,2.5
2025-12-12 19:00:00,25.607,2.2,94,0.0,4.1
2025-12-12 20:00:00,14.227,0.9,96,0.0,5.4
2025-12-12 21:00:00,10.486,-0.2,96,0.0,4.2
2025-12-12 22:00:00,24.952,-0.1,93,0.0,5.9
2025-12-12 23:00:00,21.346,0.2,92,0.0,7.4
2025-12-13 00:00:00,29.175,0.7,91,0.0,8.2
2025-12-13 01:00:00,19.522,1.1,90,0.0,7.5
2025-12-13 02:00:00,17.444,1.2,91,0.0,8.4
2025-12-13 03:00:00,17.12,0.9,92,0.0,8.4
2025-12-13 04:00:00,11.433,0.6,92,0.0,7.7
2025-12-13 05:00:00,6.392,0.7,92,0.0,8.0
2025-12-13 06:00:00,6.51,1.0,92,0.0,8.8
2025-12-13 08:00:00,11.096,1.5,92,0.0,8.3
2025-12-13 09:00:00,9.474,2.1,93,0.0,9.8
2025-12-13 10:00:00,14.045,3.5,91,0.0,10.2
2025-12-13 12:00:00,12.829,5.9,87,0.0,10.9
2025-12-13 13:00:00,7.947,5.8,88,0.0,10.0
2025-12-13 14:00:00,9.726,6.0,87,0.0,9.3
2025-12-13 15:00:00,9.73,5.4,91,0.0,8.3
2025-12-13 16:00:00,11.879,3.8,95,0.0,8.1
2025-12-13 17:00:00,15.945,3.2,96,0.0,8.0
2025-12-13 18:00:00,15.655,2.8,97,0.0,8.9
2025-12-13 19:00:00,14.055,2.5,96,0.0,10.9
2025-12-13 20:00:00,18.118,2.2,98,0.0,10.7
2025-12-13 21:00:00,14.694,2.4,99,0.0,11.0
2025-12-13 22:00:00,15.406,2.7,98,0.0,10.3
2025-12-13 23:00:00,10.222,2.6,98,0.0,10.4
2025-12-14 00:00:00,11.412,2.5,99,0.0,10.7
2025-12-14 01:00:00,11.322,2.8,98,0.0,10.8
2025-12-14 02:00:00,7.464,2.8,97,0.0,9.9
2025-12-14 03:00:00,5.3,3.0,97,0.0,9.1
2025-12-14 04:00:00,3.895,3.0,97,0.0,9.7
2025-12-14 05:00:00,12.548,3.0,96,0.0,9.1
2025-12-14 06:00:00,7.723,3.0,95,0.0,9.5
2025-12-14 07:00:00,7.798,2.5,94,0.0,9.5
2025-12-14 08:00:00,6.236,2.3,95,0.0,9.3
2025-12-14 09:00:00,8.728,2.5,94,0.0,9.9
2025-12-14 10:00:00,6.977,3.2,92,0.0,10.8
2025-12-14 11:00:00,1.871,3.8,89,0.0,13.1
2025-12-14 12:00:00,8.335,4.6,87,0.0,14.9
2025-12-14 13:00:00,8.16,3.8,88,0.0,13.7
2025-12-14 14:00:00,7.728,4.3,86,0.0,13.8
2025-12-14 15:00:00,13.641,4.2,86,0.0,11.1
2025-12-14 16:00:00,14.351,3.5,90,0.0,9.7
2025-12-14 17:00:00,13.43,2.7,93,0.0,9.5
2025-12-14 18:00:00,13.183,2.0,95,0.0,8.6
2025-12-14 19:00:00,14.022,1.5,96,0.0,7.2
2025-12-14 20:00:00,12.529,1.1,96,0.0,8.4
2025-12-14 22:00:00,13.73,1.0,96,0.0,10.6
2025-12-15 00:00:00,11.702,0.9,95,0.0,9.4
2025-12-15 01:00:00,10.193,0.6,96,0.0,9.0
2025-12-15 02:00:00,7.883,0.3,96,0.0,8.0
2025-12-15 03:00:00,10.039,-0.2,95,0.0,8.6
2025-12-15 04:00:00,10.758,-0.4,94,0.0,8.5
2025-12-15 05:00:00,8.819,-0.7,93,0.0,7.6
2025-12-15 08:00:00,13.918,-1.0,93,0.0,11.7
2025-12-15 09:00:00,18.367,-0.3,93,0.0,12.6
2025-12-15 10:00:00,18.392,2.0,85,0.0,11.6
2025-12-15 11:00:00,20.683,4.6,79,0.0,9.8
2025-12-15 12:00:00,18.687,7.2,69,0.0,9.5
2025-12-15 13:00:00,22.272,8.2,63,0.0,6.7
2025-12-15 14:00:00,21.765,8.2,55,0.0,7.9
2025-12-15 15:00:00,18.323,5.4,65,0.0,7.1
2025-12-15 16:00:00,19.344,2.3,73,0.0,8.7
2025-12-15 17:00:00,30.533,1.2,78,0.0,10.9
2025-12-15 18:00:00,34.397,0.8,81,0.0,11.5
2025-12-15 19:00:00,26.936,1.3,80,0.0,11.9
2025-12-15 20:00:00,28.519,1.5,80,0.0,12.5
2025-12-15 21:00:00,27.054,1.1,83,0.0,13.3
2025-12-15 22:00:00,20.994,0.9,85,0.0,14.5
2025-12-15 23:00:00,18.113,0.9,84,0.0,14.6
2025-12-16 00:00:00,14.466,0.7,85,0.0,13.8
2025-12-16 01:00:00,17.866,0.1,89,0.0,11.5
2025-12-16 02:00:00,14.747,-0.5,92,0.0,11.9
2025-12-16 03:00:00,7.095,0.1,88,0.0,14.4
2025-12-16 04:00:00,8.386,0.2,87,0.0,15.1
2025-12-16 05:00:00,9.905,1.0,81,0.0,15.3
2025-12-16 06:00:00,10.632,1.1,80,0.0,14.7
2025-12-16 07:00:00,1.95,0.2,84,0.0,15.7
2025-12-16 08:00:00,19.725,0.3,81,0.0,15.3
2025-12-16 09:00:00,18.651,1.6,72,0.0,15.7
2025-12-16 10:00:00,14.152,3.7,62,0.0,14.8
2025-12-16 11:00:00,15.918,5.4,55,0.0,10.5
2025-12-16 12:00:00,16.032,6.8,50,0.0,7.3
2025-12-16 13:00:00,14.398,6.8,54,0.0,8.5
2025-12-16 14:00:00,9.003,6.9,44,0.0,5.4
2025-12-16 15:00:00,6.593,4.7,50,0.0,8.6
2025-12-16 16:00:00,13.178,2.0,60,0.0,10.5
2025-12-16 17:00:00,17.569,0.2,70,0.0,9.5
2025-12-16 18:00:00,27.077,-0.8,75,0.0,10.6
2025-12-16 22:00:00,17.178,-1.5,79,0.0,8.7
